"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",0.3
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",0.2
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",1.8
25980,"Hinesville, GA (Metropolitan Statistical Area)",1.2
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",1.8
26300,"Hot Springs, AR (Metropolitan Statistical Area)",0.2
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",-0.5
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1.7
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",-0.5
26620,"Huntsville, AL (Metropolitan Statistical Area)",1.8
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2.0
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1.0
26980,"Iowa City, IA (Metropolitan Statistical Area)",1.1
27060,"Ithaca, NY (Metropolitan Statistical Area)",-0.1
27100,"Jackson, MI (Metropolitan Statistical Area)",-0.1
27140,"Jackson, MS (Metropolitan Statistical Area)",-0.2
27180,"Jackson, TN (Metropolitan Statistical Area)",0.1
27260,"Jacksonville, FL (Metropolitan Statistical Area)",2.0
27340,"Jacksonville, NC (Metropolitan Statistical Area)",1.0
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",0.2
27620,"Jefferson City, MO (Metropolitan Statistical Area)",0.0
27740,"Johnson City, TN (Metropolitan Statistical Area)",0.6
27780,"Johnstown, PA (Metropolitan Statistical Area)",-0.7
27860,"Jonesboro, AR (Metropolitan Statistical Area)",0.8
27900,"Joplin, MO (Metropolitan Statistical Area)",0.6
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",0.3
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",0.2
28100,"Kankakee, IL (Metropolitan Statistical Area)",-0.6
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",0.8
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1.5
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",1.6
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",0.2
28740,"Kingston, NY (Metropolitan Statistical Area)",0.0
28940,"Knoxville, TN (Metropolitan Statistical Area)",1.0
29020,"Kokomo, IN (Metropolitan Statistical Area)",0.1
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.2
29180,"Lafayette, LA (Metropolitan Statistical Area)",0.1
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",0.5
29340,"Lake Charles, LA (Metropolitan Statistical Area)",0.1
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",1.0
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",2.8
29540,"Lancaster, PA (Metropolitan Statistical Area)",0.5
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",0.1
29700,"Laredo, TX (Metropolitan Statistical Area)",0.3
29740,"Las Cruces, NM (Metropolitan Statistical Area)",0.5
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1.5
29940,"Lawrence, KS (Metropolitan Statistical Area)",0.6
30020,"Lawton, OK (Metropolitan Statistical Area)",-0.3
30140,"Lebanon, PA (Metropolitan Statistical Area)",0.6
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",0.5
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",0.5
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",0.6
30620,"Lima, OH (Metropolitan Statistical Area)",-0.4
30700,"Lincoln, NE (Metropolitan Statistical Area)",0.9
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",0.5
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1.9
30980,"Longview, TX (Metropolitan Statistical Area)",0.4
31020,"Longview, WA (Metropolitan Statistical Area)",1.1
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",-0.2
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",0.4
31180,"Lubbock, TX (Metropolitan Statistical Area)",1.0
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",0.3
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",0.2
31460,"Madera, CA (Metropolitan Statistical Area)",0.8
31540,"Madison, WI (Metropolitan Statistical Area)",1.0
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",0.5
31740,"Manhattan, KS (Metropolitan Statistical Area)",-0.4
31860,"Mankato, MN (Metropolitan Statistical Area)",0.6
31900,"Mansfield, OH (Metropolitan Statistical Area)",0.1
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1.0
32780,"Medford, OR (Metropolitan Statistical Area)",0.6
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",0.0
32900,"Merced, CA (Metropolitan Statistical Area)",1.1
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",0.6
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",-0.1
33220,"Midland, MI (Metropolitan Statistical Area)",0.0
33260,"Midland, TX (Metropolitan Statistical Area)",1.6
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",-0.1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",0.7
33540,"Missoula, MT (Metropolitan Statistical Area)",0.9
33660,"Mobile, AL (Metropolitan Statistical Area)",-0.1
33700,"Modesto, CA (Metropolitan Statistical Area)",0.5
33740,"Monroe, LA (Metropolitan Statistical Area)",-0.3
33780,"Monroe, MI (Metropolitan Statistical Area)",0.2
33860,"Montgomery, AL (Metropolitan Statistical Area)",0.2
34060,"Morgantown, WV (Metropolitan Statistical Area)",0.4
34100,"Morristown, TN (Metropolitan Statistical Area)",0.8
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1.1
34620,"Muncie, IN (Metropolitan Statistical Area)",-0.3
34740,"Muskegon, MI (Metropolitan Statistical Area)",0.2
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3.4
34900,"Napa, CA (Metropolitan Statistical Area)",-0.5
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1.9
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1.8
35100,"New Bern, NC (Metropolitan Statistical Area)",-0.2
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",0.0
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",0.0
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",0.0
35660,"Niles, MI (Metropolitan Statistical Area)",-0.3
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2.3
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",-0.2
36100,"Ocala, FL (Metropolitan Statistical Area)",2.0
36140,"Ocean City, NJ (Metropolitan Statistical Area)",-0.2
