CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
45820,"Topeka, KS (Metropolitan Statistical Area)",9889269,10002649,10038737,10299996,10240606,9873096,10353633,10604648,10472475,10455772,10851391,10978916,10783905,11025301,11177827,11480939,11518399,11852731,11634466,11812597,12179736,12287611
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",26544492,27075868,27649162,27804489,28590297,28744744,28451162,29491574,28405235,28878926,28982044,30826488,30889849,30895524,31122538,32300433,32454071,33563841,37149619,37990291,40960366,42923608
46060,"Tucson, AZ (Metropolitan Statistical Area)",34524604,34540965,36643996,36278066,37944905,38659187,40263500,40646756,38050575,39307725,39429067,40385120,39702623,39766496,39561836,40889603,42330595,43891349,45085532,44978084,47065575,47959709
46140,"Tulsa, OK (Metropolitan Statistical Area)",37575170,37586210,37481256,38167749,40228969,43284917,44409489,46402841,43544026,43078675,45119529,48520314,49458718,52126877,53010907,49884199,51636504,53149908,53148398,50271270,52192047,51030537
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",8288474,8761977,9387383,10091407,10619688,10676827,11131911,10686030,9875231,10271808,11144130,10665629,10899787,10588952,10412405,10737656,11192692,11222678,11853491,11246406,11281341,11090441
46300,"Twin Falls, ID (Metropolitan Statistical Area)",3093362,3111047,3140140,3313801,3507794,3676048,3842935,3821263,3469496,3662026,3666199,3836541,3988287,4243814,4301725,4557275,4697778,4880650,4987157,5130187,5329506,5444612
46340,"Tyler, TX (Metropolitan Statistical Area)",7705097,7745920,7981453,8903317,9308460,9828376,9849819,9700059,9616610,9981416,10106769,10283107,10466442,10333043,10590541,10494794,10500988,11028005,11421754,11144056,11615626,12000949
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",45916233,47265641,49477303,52087127,54246460,55195797,56459415,57391511,56361397,57730989,58852085,59751513,60982556,61556965,63190640,64394760,65758319,66029819,65648269,59885935,62531675,63071690
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",11177902,11406325,11568486,11669100,11623905,11746797,12099245,12093811,12228837,12541799,12376887,12430675,12341601,12347576,12316169,12466017,12412079,12588500,12948051,12608471,12744604,12813773
46660,"Valdosta, GA (Metropolitan Statistical Area)",4310193,4471861,4630109,4734262,4896665,4952730,5042258,5191425,5096637,5148885,5100318,5094222,5119923,5185146,5220000,5322392,5414001,5518372,5707862,5726436,5926316,5843948
46700,"Vallejo, CA (Metropolitan Statistical Area)",16109477,16180224,16883711,17011575,17623781,17873657,18622478,20283407,19506629,19525555,18858321,20537932,21595510,21777515,22077408,22614551,22725056,25846912,29784508,30144992,30523673,28736277
47020,"Victoria, TX (Metropolitan Statistical Area)",4710714,4564522,4593545,4874597,5101440,5388424,5133674,5031819,4635068,4679690,4857403,5188730,5401300,5508589,5077160,4618975,4562994,4866382,4746446,4567831,4773799,4867121
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",5728702,5768830,6071533,6324396,6457171,6363876,6334047,6500406,6296003,6238856,6113391,6169298,6149588,6139610,6272462,6426679,6267992,6439811,6441352,6183632,6426886,6475732
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",79460894,80933631,84573553,87980244,91383562,92318153,93676784,93722336,92331606,92856511,92356435,91496376,92597048,91641394,93227484,94274416,94944863,93851780,94854065,94096148,98382273,100255099
47300,"Visalia, CA (Metropolitan Statistical Area)",11635782,10822959,11393198,12631250,13871037,13084688,14624649,13815747,12622564,13947483,14438491,13741919,14039836,15713728,15809561,16806339,17426838,17686115,18501702,18133092,18291332,18098172
47380,"Waco, TX (Metropolitan Statistical Area)",8772242,8814214,9168492,9536879,9730904,9922777,9981049,9918066,9803094,10246664,10437108,10736141,11675190,12150243,11973872,12131674,12732714,13262378,13079824,12626527,13317838,13738578
47460,"Walla Walla, WA (Metropolitan Statistical Area)",2548368,2359940,2471257,2413838,2497648,2786776,2611025,2691374,2801024,2760635,2887771,2887817,2850295,2914724,3150416,3345376,3407116,3451733,3469095,3238194,3305840,3417318
47580,"Warner Robins, GA (Metropolitan Statistical Area)",5821073,6030369,6227635,6376742,6636784,6831566,6953250,6969194,6976533,7081244,7178049,7233114,7214301,7205254,7330785,7443202,7641333,7759664,8023683,7989580,8285062,8405383
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",355947872,368535879,382024796,406258618,425191778,430691447,438446081,450704444,450733943,473111813,482441759,486294467,487482541,493473578,503821044,516612131,528925008,542396309,551770316,543129300,569554283,580495879
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",7100488,7405846,7374946,8365380,8668654,8715412,8936345,8841208,8699326,9246539,9201552,11150669,9855288,11039962,10355729,9364859,9420056,9586012,9506375,9493121,10151405,9914136
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",4932546,4956641,5194721,5451516,5958947,6300463,6431099,6756297,6980314,7298119,7481518,7272451,7070837,6888211,6672802,6541691,6422238,6376427,6361905,6162157,6333785,6340740
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",7259630,7447517,7809548,8145841,8427349,8531150,8607114,8446698,8136006,8389996,8606141,8748711,8843877,9370615,9716265,10047503,9711554,9907300,10361766,9820191,10111880,10046367
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5236127,5462057,5337812,5128944,5138904,4818137,5031829,5462109,4970590,5008041,4870523,4892636,5574095,6317925,6423583,5189392,5267564,5307538,5437583,5502833,5378564,5096340
48300,"Wenatchee, WA (Metropolitan Statistical Area)",4202809,4639642,4620858,4623515,4352467,4816100,4847064,4791912,4874788,5106787,5664284,5767890,5586232,5641389,5977015,6148528,6353998,6436263,6483516,6407321,6669335,6804146
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",5742662,5770660,5834520,5876200,6005390,5946038,6105440,6227420,6047692,6106015,6144944,6170784,6803364,7714515,8450955,8864096,9583402,9651377,9628498,9262538,8864464,8487725
48620,"Wichita, KS (Metropolitan Statistical Area)",28112175,27797172,27313921,27262501,27543354,30459223,32567199,32527341,29112345,30528603,31254692,31041067,29440537,31261848,33021688,35743386,35871059,35828911,36501383,35122043,36019714,37145061
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",5672799,5779333,5710295,5661620,5651991,5939301,5909310,5999662,5902323,5942830,5860376,6093833,6149697,6127757,5966578,5909754,5924040,6051825,6267961,6150157,6170319,6301864
48700,"Williamsport, PA (Metropolitan Statistical Area)",4029829,3946983,4072714,4187974,4276177,4234144,4264796,4284794,4230199,4511600,5110869,5628265,5723809,6218178,6098615,5732573,5836494,5801131,5766772,5610828,5663667,5556207
48900,"Wilmington, NC (Metropolitan Statistical Area)",9550971,9806748,10148695,10476164,11305060,11964588,12559290,12662284,12180311,12455208,12427845,11943313,12574581,13094013,13293236,13971573,14061718,14486767,15181317,15191491,16553478,17014942
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",5150567,5227336,5326607,5501974,5862288,6011020,5955650,5777443,5940509,6174828,6204744,6218675,6451810,6443208,6724606,6848359,6864875,7003310,7192529,7275035,7665904,7677814
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",29335961,29296468,30167539,31545277,32317342,33378698,32769743,33553093,32224658,32508354,31351623,31525275,32371945,33207224,33546614,34009247,34907504,34182092,34801535,32387591,34268692,35090570
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",37250965,38226183,39680088,40402185,41068346,42062054,42472111,42950826,41331016,43142250,44608570,44861044,45554726,45881760,46994000,47346518,47239000,48099536,48942928,47842426,50143755,51132869
49420,"Yakima, WA (Metropolitan Statistical Area)",7071025,7339191,7618067,7941525,8158004,8220140,8696203,8462750,8356693,8867611,8763301,8835142,8843963,9317652,9379033,9808128,9986455,10545549,10696037,10523373,10676322,10476526
49620,"York-Hanover, PA (Metropolitan Statistical Area)",16257323,16551624,17423159,18489247,19519918,19082203,20150377,20839184,19632629,20215599,20028874,19616258,20177579,20245319,20434118,20849617,21304241,21335230,21554288,20545120,21095422,21185253
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",21544858,22199037,22458989,23110200,23569995,23471924,23089042,22615861,20391822,20957866,21517802,21318482,21521453,21320695,21185746,20976449,20570339,20514155,20930410,19772228,20398971,20599165
49700,"Yuba City, CA (Metropolitan Statistical Area)",4729117,5438509,5572221,5534862,5462363,5819935,5942204,6376084,6608712,6322177,6160669,5974069,6190299,5903223,6083081,6272206,6342091,6679728,6781174,6740300,7014656,7016297
49740,"Yuma, AZ (Metropolitan Statistical Area)",5087422,5870988,5729104,6314198,6733734,6911276,7273026,6706741,6605482,6975181,6835633,6377496,6742205,6534884,6925399,7284916,7543432,7522243,7747758,7516153,7658882,8137550

Legend/Footnotes
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002."
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years."
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"  Last updated: November 1, 2024 -- revised statistics for 2001-2016."
