GeoFips,GeoName,Value
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",92.06
44100,"Springfield, IL (Metropolitan Statistical Area)",65.204
44140,"Springfield, MA (Metropolitan Statistical Area)",74.498
44180,"Springfield, MO (Metropolitan Statistical Area)",59.705
44220,"Springfield, OH (Metropolitan Statistical Area)",59.245
44300,"State College, PA (Metropolitan Statistical Area)",91.899
44420,"Staunton, VA (Metropolitan Statistical Area)",68.04
44700,"Stockton, CA (Metropolitan Statistical Area)",119.271
44940,"Sumter, SC (Metropolitan Statistical Area)",59.104
45060,"Syracuse, NY (Metropolitan Statistical Area)",76.205
45220,"Tallahassee, FL (Metropolitan Statistical Area)",77.703
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",118.62
45460,"Terre Haute, IN (Metropolitan Statistical Area)",54.515
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",50.112
45540,"The Villages, FL (Metropolitan Statistical Area)",70.15
45780,"Toledo, OH (Metropolitan Statistical Area)",66.541
45820,"Topeka, KS (Metropolitan Statistical Area)",59.6
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",127.313
46060,"Tucson, AZ (Metropolitan Statistical Area)",91.051
46140,"Tulsa, OK (Metropolitan Statistical Area)",70.624
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",53.625
46300,"Twin Falls, ID (Metropolitan Statistical Area) *",83.901
46340,"Tyler, TX (Metropolitan Statistical Area)",77.413
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",148.449
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",62.006
46660,"Valdosta, GA (Metropolitan Statistical Area)",62.454
46700,"Vallejo, CA (Metropolitan Statistical Area)",151.429
47020,"Victoria, TX (Metropolitan Statistical Area)",73.538
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",74.748
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",99.98
47300,"Visalia, CA (Metropolitan Statistical Area)",82.107
47380,"Waco, TX (Metropolitan Statistical Area)",84.757
47460,"Walla Walla, WA (Metropolitan Statistical Area)",79.377
47580,"Warner Robins, GA (Metropolitan Statistical Area)",71.513
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",156.292
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",66.177
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",81.357
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",69.306
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",53.722
48300,"Wenatchee, WA (Metropolitan Statistical Area)",92.924
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",54.351
48620,"Wichita, KS (Metropolitan Statistical Area)",67.471
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",61.548
48700,"Williamsport, PA (Metropolitan Statistical Area)",55.387
48900,"Wilmington, NC (Metropolitan Statistical Area)",95.751
49020,"Winchester, VA-WV (Metropolitan Statistical Area)",87.979
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",69.595
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",105.153
49420,"Yakima, WA (Metropolitan Statistical Area)",83.841
49620,"York-Hanover, PA (Metropolitan Statistical Area)",85.586
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",52.108
49700,"Yuba City, CA (Metropolitan Statistical Area)",82.549
49740,"Yuma, AZ (Metropolitan Statistical Area)",59.091
